# Every genome screened, one row per genome. 20,434 prokaryote genomes (one per named species)
# plus the 88 eukaryote genomes. ftp_path is the NCBI directory the protein file was taken from:
# <ftp_path>/<basename>_protein.faa.gz. The genome page is https://www.ncbi.nlm.nih.gov/datasets/genome/<accession>/
screen	genus	species	accession	organism_name	refseq_category	assembly_level	protein_coding_genes	ftp_path
survey (4+ species)	Streptomyces	Streptomyces pacificus	GCF_011766325.1	Streptomyces pacificus	reference genome	Contig	5484	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/766/325/GCF_011766325.1_ASM1176632v1
survey (4+ species)	Streptomyces	Streptomyces pactum	GCF_016031615.1	Streptomyces pactum	reference genome	Contig	5725	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/031/615/GCF_016031615.1_ASM1603161v1
survey (4+ species)	Streptomyces	Streptomyces pakalii	GCF_030077645.1	Streptomyces pakalii	reference genome	Contig	6684	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/077/645/GCF_030077645.1_ASM3007764v1
survey (4+ species)	Streptomyces	Streptomyces palmae	GCF_042434075.1	Streptomyces palmae	reference genome	Scaffold	6132	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/434/075/GCF_042434075.1_ASM4243407v1
survey (4+ species)	Streptomyces	Streptomyces paludis	GCF_003344965.1	Streptomyces paludis	reference genome	Complete Genome	6971	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/344/965/GCF_003344965.1_ASM334496v1
survey (4+ species)	Streptomyces	Streptomyces panacea	GCF_040560175.1	Streptomyces panacea	reference genome	Contig	6874	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/560/175/GCF_040560175.1_ASM4056017v1
survey (4+ species)	Streptomyces	Streptomyces panaciradicis	GCF_023516615.1	Streptomyces panaciradicis	reference genome	Contig	8531	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/516/615/GCF_023516615.1_ASM2351661v1
survey (4+ species)	Streptomyces	Streptomyces paradoxus	GCF_014202475.1	Streptomyces paradoxus	reference genome	Scaffold	7613	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/202/475/GCF_014202475.1_ASM1420247v1
survey (4+ species)	Streptomyces	Streptomyces paromomycinus	GCF_003865155.1	Streptomyces paromomycinus	reference genome	Contig	7949	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/865/155/GCF_003865155.1_ASM386515v1
survey (4+ species)	Streptomyces	Streptomyces parvulus	GCF_001660045.1	Streptomyces parvulus	reference genome	Complete Genome	6822	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/660/045/GCF_001660045.1_ASM166004v1
survey (4+ species)	Streptomyces	Streptomyces parvus	GCF_055108415.1	Streptomyces parvus	reference genome	Complete Genome	6887	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/055/108/415/GCF_055108415.1_ASM5510841v1
survey (4+ species)	Streptomyces	Streptomyces pathocidini	GCF_040650805.1	Streptomyces pathocidini	reference genome	Scaffold	4938	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/650/805/GCF_040650805.1_ASM4065080v1
survey (4+ species)	Streptomyces	Streptomyces peucetius	GCF_000725565.1	Streptomyces peucetius	reference genome	Scaffold	8119	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/725/565/GCF_000725565.1_Doro.v1.0
survey (4+ species)	Streptomyces	Streptomyces phaeochromogenes	GCF_035957715.1	Streptomyces phaeochromogenes	reference genome	Complete Genome	9942	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/957/715/GCF_035957715.1_ASM3595771v1
survey (4+ species)	Streptomyces	Streptomyces phaeofaciens	GCF_014648915.1	Streptomyces phaeofaciens	reference genome	Scaffold	8901	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/648/915/GCF_014648915.1_ASM1464891v1
survey (4+ species)	Streptomyces	Streptomyces phaeolivaceus	GCF_009184865.1	Streptomyces phaeolivaceus	reference genome	Complete Genome	8648	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/184/865/GCF_009184865.1_ASM918486v1
survey (4+ species)	Streptomyces	Streptomyces phaeoluteigriseus	GCF_023923245.1	Streptomyces phaeoluteigriseus	reference genome	Complete Genome	7717	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/923/245/GCF_023923245.1_ASM2392324v1
survey (4+ species)	Streptomyces	Streptomyces pharetrae	GCF_040302545.1	Streptomyces pharetrae	reference genome	Scaffold	7434	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/302/545/GCF_040302545.1_ASM4030254v1
survey (4+ species)	Streptomyces	Streptomyces phyllanthi	GCF_009377205.1	Streptomyces phyllanthi	reference genome	Contig	8735	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/377/205/GCF_009377205.1_ASM937720v1
survey (4+ species)	Streptomyces	Streptomyces physcomitrii	GCF_012273655.1	Streptomyces physcomitrii	reference genome	Scaffold	5981	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/273/655/GCF_012273655.1_ASM1227365v1
survey (4+ species)	Streptomyces	Streptomyces phytohabitans	GCF_040746085.1	Streptomyces phytohabitans	reference genome	Complete Genome	5225	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/746/085/GCF_040746085.1_ASM4074608v1
survey (4+ species)	Streptomyces	Streptomyces phytophilus	GCF_013870535.1	Streptomyces phytophilus	reference genome	Contig	6468	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/870/535/GCF_013870535.1_ASM1387053v1
survey (4+ species)	Streptomyces	Streptomyces pilosus	GCF_014649515.1	Streptomyces pilosus	reference genome	Scaffold	6611	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/649/515/GCF_014649515.1_ASM1464951v1
survey (4+ species)	Streptomyces	Streptomyces pimonensis	GCF_041380215.1	Streptomyces pimonensis	reference genome	Contig	6247	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/380/215/GCF_041380215.1_ASM4138021v1
survey (4+ species)	Streptomyces	Streptomyces pinistramenti	GCF_020564935.1	Streptomyces pinistramenti	reference genome	Contig	6629	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/564/935/GCF_020564935.1_ASM2056493v1
survey (4+ species)	Streptomyces	Streptomyces piniterrae	GCF_005048155.1	Streptomyces piniterrae	reference genome	Contig	7285	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/048/155/GCF_005048155.1_ASM504815v1
survey (4+ species)	Streptomyces	Streptomyces platensis	GCF_008704855.1	Streptomyces platensis	reference genome	Complete Genome	7200	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/704/855/GCF_008704855.1_ASM870485v1
survey (4+ species)	Streptomyces	Streptomyces plicatus	GCF_014650135.1	Streptomyces plicatus	reference genome	Scaffold	7198	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/650/135/GCF_014650135.1_ASM1465013v1
survey (4+ species)	Streptomyces	Streptomyces plumbidurans	GCF_019857225.1	Streptomyces plumbidurans	reference genome	Contig	7847	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/857/225/GCF_019857225.1_ASM1985722v1
survey (4+ species)	Streptomyces	Streptomyces plumbiresistens	GCF_039537125.1	Streptomyces plumbiresistens	reference genome	Scaffold	9054	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/537/125/GCF_039537125.1_ASM3953712v1
survey (4+ species)	Streptomyces	Streptomyces pluripotens	GCF_000802245.2	Streptomyces pluripotens	reference genome	Complete Genome	6173	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/802/245/GCF_000802245.2_ASM80224v2
survey (4+ species)	Streptomyces	Streptomyces polyasparticus	GCF_014493765.1	Streptomyces polyasparticus	reference genome	Contig	9006	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/493/765/GCF_014493765.1_ASM1449376v1
survey (4+ species)	Streptomyces	Streptomyces polychromogenes	GCF_039521165.1	Streptomyces polychromogenes	reference genome	Contig	7528	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/521/165/GCF_039521165.1_ASM3952116v1
survey (4+ species)	Streptomyces	Streptomyces polygonati	GCF_042650325.1	Streptomyces polygonati	reference genome	Scaffold	6936	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/650/325/GCF_042650325.1_ASM4265032v1
survey (4+ species)	Streptomyces	Streptomyces polyrhachis	GCF_042663125.1	Streptomyces polyrhachis	reference genome	Scaffold	4943	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/663/125/GCF_042663125.1_ASM4266312v1
survey (4+ species)	Streptomyces	Streptomyces poonensis	GCF_014650915.1	Streptomyces poonensis	reference genome	Scaffold	7211	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/650/915/GCF_014650915.1_ASM1465091v1
survey (4+ species)	Streptomyces	Streptomyces populi	GCF_002911015.1	Streptomyces populi	reference genome	Scaffold	8192	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/911/015/GCF_002911015.1_ASM291101v1
survey (4+ species)	Streptomyces	Streptomyces poriferorum	GCF_030719255.1	Streptomyces poriferorum	reference genome	Complete Genome	7971	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/719/255/GCF_030719255.1_ASM3071925v1
survey (4+ species)	Streptomyces	Streptomyces poriticola	GCF_036689765.1	Streptomyces poriticola	reference genome	Contig	6086	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/689/765/GCF_036689765.1_ASM3668976v1
survey (4+ species)	Streptomyces	Streptomyces prasinopilosus	GCF_900101585.1	Streptomyces prasinopilosus	reference genome	Scaffold	5998	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/101/585/GCF_900101585.1_IMG-taxon_2663762722_annotated_assembly
survey (4+ species)	Streptomyces	Streptomyces prasinosporus	GCF_039535455.1	Streptomyces prasinosporus	reference genome	Contig	12705	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/535/455/GCF_039535455.1_ASM3953545v1
survey (4+ species)	Streptomyces	Streptomyces prasinus	GCF_008704445.1	Streptomyces prasinus	reference genome	Complete Genome	6376	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/704/445/GCF_008704445.1_ASM870444v1
survey (4+ species)	Streptomyces	Streptomyces pratens	GCF_042658125.1	Streptomyces pratens	reference genome	Scaffold	6941	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/658/125/GCF_042658125.1_ASM4265812v1
survey (4+ species)	Streptomyces	Streptomyces pratensis	GCF_029504925.1	Streptomyces pratensis	reference genome	Contig	6538	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/504/925/GCF_029504925.1_ASM2950492v1
survey (4+ species)	Streptomyces	Streptomyces pratisoli	GCF_037860615.1	Streptomyces pratisoli	reference genome	Contig	7404	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/860/615/GCF_037860615.1_ASM3786061v1
survey (4+ species)	Streptomyces	Streptomyces pristinaespiralis	GCF_014070435.1	Streptomyces pristinaespiralis	reference genome	Complete Genome	6799	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/070/435/GCF_014070435.1_ASM1407043v1
survey (4+ species)	Streptomyces	Streptomyces profundus	GCF_020740535.1	Streptomyces profundus	reference genome	Complete Genome	6116	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/740/535/GCF_020740535.1_ASM2074053v1
survey (4+ species)	Streptomyces	Streptomyces prunicolor	GCF_045162825.1	Streptomyces prunicolor	reference genome	Complete Genome	9644	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/045/162/825/GCF_045162825.1_ASM4516282v1
survey (4+ species)	Streptomyces	Streptomyces pseudoechinosporeus	GCF_054783935.1	Streptomyces pseudoechinosporeus	reference genome	Scaffold	9422	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/054/783/935/GCF_054783935.1_ASM5478393v1
survey (4+ species)	Streptomyces	Streptomyces pseudogriseolus	GCF_014649895.1	Streptomyces pseudogriseolus	reference genome	Scaffold	6459	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/649/895/GCF_014649895.1_ASM1464989v1
survey (4+ species)	Streptomyces	Streptomyces pseudovenezuelae	GCF_036345035.1	Streptomyces pseudovenezuelae	reference genome	Complete Genome	8801	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/345/035/GCF_036345035.1_ASM3634503v1
survey (4+ species)	Streptomyces	Streptomyces pulveraceus	GCF_039533575.1	Streptomyces pulveraceus	reference genome	Scaffold	7368	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/533/575/GCF_039533575.1_ASM3953357v1
survey (4+ species)	Streptomyces	Streptomyces puniciscabiei	GCF_006715785.1	Streptomyces puniciscabiei	reference genome	Contig	8095	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/715/785/GCF_006715785.1_ASM671578v1
survey (4+ species)	Streptomyces	Streptomyces purpurascens	GCF_045040895.1	Streptomyces purpurascens	reference genome	Complete Genome	8088	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/045/040/895/GCF_045040895.1_ASM4504089v1
survey (4+ species)	Streptomyces	Streptomyces purpureus	GCF_000384175.1	Streptomyces purpureus KA281	reference genome	Scaffold	6616	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/384/175/GCF_000384175.1_ASM38417v1
survey (4+ species)	Streptomyces	Streptomyces purpurogeneiscleroticus	GCF_020024005.1	Streptomyces purpurogeneiscleroticus	reference genome	Scaffold	6797	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/024/005/GCF_020024005.1_ASM2002400v1
survey (4+ species)	Streptomyces	Streptomyces pyxinae	GCF_024756275.1	Streptomyces pyxinae	reference genome	Contig	5893	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/756/275/GCF_024756275.1_ASM2475627v1
survey (4+ species)	Streptomyces	Streptomyces pyxinicus	GCF_024753135.1	Streptomyces pyxinicus	reference genome	Contig	6920	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/753/135/GCF_024753135.1_ASM2475313v1
survey (4+ species)	Streptomyces	Streptomyces qaidamensis	GCF_001611795.1	Streptomyces qaidamensis	reference genome	Complete Genome	7889	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/611/795/GCF_001611795.1_ASM161179v1
survey (4+ species)	Streptomyces	Streptomyces qianjiangensis	GCF_025642155.1	Streptomyces qianjiangensis	reference genome	Complete Genome	8215	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/642/155/GCF_025642155.1_ASM2564215v1
survey (4+ species)	Streptomyces	Streptomyces qinglanensis	GCF_900111245.1	Streptomyces qinglanensis	reference genome	Scaffold	6026	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/111/245/GCF_900111245.1_IMG-taxon_2675903055_annotated_assembly
survey (4+ species)	Streptomyces	Streptomyces qinzhouensis	GCF_007856155.1	Streptomyces qinzhouensis	reference genome	Complete Genome	6486	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/856/155/GCF_007856155.1_ASM785615v1
survey (4+ species)	Streptomyces	Streptomyces racemochromogenes	GCF_039535215.1	Streptomyces racemochromogenes	reference genome	Contig	6733	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/535/215/GCF_039535215.1_ASM3953521v1
survey (4+ species)	Streptomyces	Streptomyces radicis	GCF_003626575.1	Streptomyces radicis	reference genome	Contig	6265	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/626/575/GCF_003626575.1_ASM362657v1
survey (4+ species)	Streptomyces	Streptomyces radiopugnans	GCF_900110735.1	Streptomyces radiopugnans	reference genome	Scaffold	5333	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/110/735/GCF_900110735.1_IMG-taxon_2663762755_annotated_assembly
survey (4+ species)	Streptomyces	Streptomyces rameus	GCF_039534525.1	Streptomyces rameus	reference genome	Scaffold	7281	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/534/525/GCF_039534525.1_ASM3953452v1
survey (4+ species)	Streptomyces	Streptomyces ramulosus	GCF_039534955.1	Streptomyces ramulosus	reference genome	Scaffold	6431	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/534/955/GCF_039534955.1_ASM3953495v1
survey (4+ species)	Streptomyces	Streptomyces rapamycinicus	GCF_024298965.1	Streptomyces rapamycinicus NRRL 5491	reference genome	Complete Genome	9836	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/298/965/GCF_024298965.1_ASM2429896v1
survey (4+ species)	Streptomyces	Streptomyces recifensis	GCF_002154615.1	Streptomyces recifensis	reference genome	Scaffold	5752	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/154/615/GCF_002154615.1_ASM215461v1
survey (4+ species)	Streptomyces	Streptomyces rectiverticillatus	GCF_013394065.1	Streptomyces rectiverticillatus	reference genome	Complete Genome	6412	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/394/065/GCF_013394065.1_ASM1339406v1
survey (4+ species)	Streptomyces	Streptomyces rectiviolaceus	GCF_039533825.1	Streptomyces rectiviolaceus	reference genome	Scaffold	8466	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/533/825/GCF_039533825.1_ASM3953382v1
survey (4+ species)	Streptomyces	Streptomyces regalis	GCF_001509475.1	Streptomyces regalis	reference genome	Contig	9567	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/509/475/GCF_001509475.1_ASM150947v1
survey (4+ species)	Streptomyces	Streptomyces reniochalinae	GCF_054072295.1	Streptomyces reniochalinae	reference genome	Complete Genome	6673	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/054/072/295/GCF_054072295.1_ASM5407229v1
survey (4+ species)	Streptomyces	Streptomyces resistomycificus	GCF_001514265.1	Streptomyces resistomycificus	reference genome	Scaffold	8000	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/514/265/GCF_001514265.1_ASM151426v1
survey (4+ species)	Streptomyces	Streptomyces rhizoryzae	GCF_023155275.1	Streptomyces rhizoryzae	reference genome	Contig	6767	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/155/275/GCF_023155275.1_ASM2315527v1
survey (4+ species)	Streptomyces	Streptomyces rhizosphaericola	GCF_004794175.1	Streptomyces rhizosphaericola	reference genome	Contig	6205	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/794/175/GCF_004794175.1_ASM479417v1
survey (4+ species)	Streptomyces	Streptomyces rhizosphaerihabitans	GCF_025399795.1	Streptomyces rhizosphaerihabitans	reference genome	Contig	8631	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/399/795/GCF_025399795.1_ASM2539979v1
survey (4+ species)	Streptomyces	Streptomyces rimosus	GCF_000331185.2	Streptomyces rimosus subsp. rimosus ATCC 10970	reference genome	Complete Genome	8250	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/331/185/GCF_000331185.2_ASM33118v2
survey (4+ species)	Streptomyces	Streptomyces rishiriensis	GCF_003112535.1	Streptomyces rishiriensis	reference genome	Scaffold	7766	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/112/535/GCF_003112535.1_ASM311253v1
survey (4+ species)	Streptomyces	Streptomyces rochei	GCF_030863865.1	Streptomyces rochei	reference genome	Complete Genome	7017	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/863/865/GCF_030863865.1_ASM3086386v1
survey (4+ species)	Streptomyces	Streptomyces rosealbus	GCF_052936015.1	Streptomyces rosealbus	reference genome	Complete Genome	8437	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/936/015/GCF_052936015.1_119423
survey (4+ species)	Streptomyces	Streptomyces roseicoloratus	GCF_004117935.1	Streptomyces roseicoloratus	reference genome	Scaffold	6645	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/117/935/GCF_004117935.1_ASM411793v1
survey (4+ species)	Streptomyces	Streptomyces roseifaciens	GCF_001445655.1	Streptomyces roseifaciens	reference genome	Scaffold	7278	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/445/655/GCF_001445655.1_ASM144565v1
survey (4+ species)	Streptomyces	Streptomyces roseirectus	GCF_014489635.1	Streptomyces roseirectus	reference genome	Complete Genome	8366	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/489/635/GCF_014489635.1_ASM1448963v1
survey (4+ species)	Streptomyces	Streptomyces roseiscleroticus	GCF_039532905.1	Streptomyces roseiscleroticus	reference genome	Scaffold	6670	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/532/905/GCF_039532905.1_ASM3953290v1
survey (4+ species)	Streptomyces	Streptomyces roseochromogenus	GCF_000497445.1	Streptomyces roseochromogenus subsp. oscitans DS 12.976	reference genome	Chromosome	8445	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/497/445/GCF_000497445.1_S.roseochromogenes_v1
survey (4+ species)	Streptomyces	Streptomyces roseofulvus	GCF_039534915.1	Streptomyces roseofulvus	reference genome	Contig	7327	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/534/915/GCF_039534915.1_ASM3953491v1
survey (4+ species)	Streptomyces	Streptomyces roseolilacinus	GCF_014649335.1	Streptomyces roseolilacinus	reference genome	Scaffold	5857	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/649/335/GCF_014649335.1_ASM1464933v1
survey (4+ species)	Streptomyces	Streptomyces roseolus	GCF_014649855.1	Streptomyces roseolus	reference genome	Scaffold	7127	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/649/855/GCF_014649855.1_ASM1464985v1
survey (4+ species)	Streptomyces	Streptomyces roseoverticillatus	GCF_000719265.1	Streptomyces roseoverticillatus	reference genome	Contig	6105	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/719/265/GCF_000719265.1_ASM71926v1
survey (4+ species)	Streptomyces	Streptomyces roseoviridis	GCF_039535235.1	Streptomyces roseoviridis	reference genome	Contig	6473	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/535/235/GCF_039535235.1_ASM3953523v1
survey (4+ species)	Streptomyces	Streptomyces roseus	GCF_001044425.1	Streptomyces roseus	reference genome	Scaffold	6917	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/044/425/GCF_001044425.1_ASM104442v1
